514025,391282,391286,"7","",50,22,"Zöldvirág","utca","O",3,9,"",0,0,"Budaörs"
514028,391276,391283,"7","",50,22,"Kökörcsin","utca","O",13,85,"",0,0,"Budaörs"
514029,391288,391289,"7","",50,22,"Fehérvirág","utca","O",1,5,"",0,0,"Budaörs"
514031,391285,391280,"7","",50,22,"Fügefa","utca","",0,0,"E",2,2,"Budaörs"
514032,391291,391280,"7","",50,22,"Som","utca","O",1,7,"",0,0,"Budaörs"
514033,391292,391271,"7","",50,22,"Bazsarózsa","utca","",0,0,"E",4,6,"Budaörs"
514034,391294,391293,"7","",50,22,"Pirosvirág","utca","",0,0,"O",1,3,"Budaörs"
514036,391283,391275,"6","",50,30,"Kökörcsin","utca","O",87,105,"",0,0,"Budaörs"
514037,391291,391295,"7","",50,22,"Szüret","utca","O",3,3,"",0,0,"Budaörs"
514038,391296,391291,"7","",50,22,"Szüret","utca","O",1,1,"",0,0,"Budaörs"
514041,391295,391297,"7","",50,22,"Szüret","utca","O",5,7,"",0,0,"Budaörs"
514042,391275,391292,"6","",50,30,"Kökörcsin","utca","O",107,137,"",0,0,"Budaörs"
514047,391301,391302,"7","",50,22,"Ibolya","köz","E",102,88,"E",74,86,"Budaörs"
514048,390859,391303,"7","",50,22,"Ibolya","utca","O",1,11,"E",2,12,"Budaörs"
514051,391303,391305,"7","",50,22,"Ibolya","utca","O",13,53,"E",14,68,"Budaörs"
514052,391295,391306,"7","",50,22,"Panoráma","utca","E",10,30,"O",1,25,"Budaörs"
514060,391305,391302,"7","",50,22,"Ibolya","utca","O",55,57,"E",70,72,"Budaörs"
514061,391302,391313,"7","",50,22,"Ibolya","utca","O",59,61,"E",104,108,"Budaörs"
514062,391313,391314,"7","",50,22,"Ibolya","utca","O",63,65,"E",110,114,"Budaörs"
514064,391314,391316,"7","",50,22,"Ibolya","utca","O",67,69,"E",116,124,"Budaörs"
514067,391316,391315,"7","",50,22,"Ibolya","utca","O",71,77,"E",126,138,"Budaörs"
514069,391319,391316,"7","",50,22,"Pipacs","utca","",0,0,"E",16,16,"Budaörs"
514070,391305,391320,"7","",50,22,"Tearózsa","utca","",0,0,"O",1,49,"Budaörs"
514071,391321,391315,"6","",50,30,"Baross","utca","",0,0,"E",418,418,"Budaörs"
514072,391322,391306,"7","",50,22,"Lejtõ","utca","E",2,2,"O",1,1,"Budaörs"
514074,391320,391312,"7","",50,22,"Õszirózsa","utca","",0,0,"E",34,60,"Budaörs"
514076,391324,391319,"7","",50,22,"Pipacs","utca","",0,0,"E",14,14,"Budaörs"
514077,391325,391313,"7","",50,8,"Nárcisz","utca","E",2,26,"O",1,33,"Budaörs"
514086,391332,391324,"7","",50,8,"Pipacs","utca","",0,0,"E",8,12,"Budaörs"
514089,391335,391318,"7","",50,8,"Lóvölgy","utca","O",1,5,"E",6,6,"Budaörs"
514090,391325,391320,"7","",50,22,"Õszirózsa","utca","",0,0,"E",20,32,"Budaörs"
514092,391337,391314,"7","",50,8,"Zöldfa","utca","O",7,33,"E",8,42,"Budaörs"
514097,391306,391341,"7","",50,22,"Panoráma","utca","E",34,34,"O",27,27,"Budaörs"
514099,391337,391325,"7","",50,22,"Õszirózsa","utca","",0,0,"E",14,18,"Budaörs"
514100,391342,391343,"7","",50,22,"Kamilla","köz","O",1,7,"E",2,6,"Budaörs"
514109,391349,391332,"7","",50,22,"Pipacs","utca","",0,0,"E",2,6,"Budaörs"
514111,391351,391337,"7","",50,22,"Õszirózsa","utca","",0,0,"E",2,12,"Budaörs"
514114,391354,391342,"6","",50,30,"Baross","utca","",0,0,"O",181,181,"Budaörs"
514117,391356,391345,"7","",50,22,"Puskás Tivadar","utca","",0,0,"E",12,12,"Budaörs"
514129,391361,391335,"7","",50,8,"Lóvölgy","utca","",0,0,"E",2,4,"Budaörs"
514130,391364,391352,"7","",50,22,"Holdfény","utca","",0,0,"E",14,14,"Budaörs"
514137,391370,391356,"7","",50,22,"Puskás Tivadar","utca","O",11,11,"E",8,10,"Budaörs"
514153,391383,391370,"7","",50,22,"Puskás Tivadar","utca","O",9,9,"E",4,6,"Budaörs"
514155,391385,391354,"6","",50,30,"Baross","utca","O",121,179,"",0,0,"Budaörs"
514171,391385,391383,"7","",50,22,"Puskás Tivadar","utca","O",1,7,"E",2,2,"Budaörs"
514179,391401,391402,"7","",50,22,"Napsugár","sétány","",0,0,"E",2,4,"Budaörs"
514184,391407,391385,"6","",50,30,"Baross","utca","O",111,119,"",0,0,"Budaörs"
514192,391407,391414,"7","",50,22,"Kardvirág","utca","O",1,11,"",0,0,"Budaörs"
514200,391413,391417,"7","",50,22,"Nádasdûlõ","sétány","",0,0,"E",6,8,"Budaörs"
514207,391423,391407,"6","",50,30,"Baross","utca","O",101,109,"",0,0,"Budaörs"
514212,391428,391028,"7","FT",50,22,"Patkó","utca","O",19,21,"",0,0,"Budaörs"
514218,391421,391431,"7","FT",50,22,"Patkó","utca","O",1,1,"",0,0,"Budaörs"
514221,391436,391400,"7","",50,22,"Domb","utca","",0,0,"E",6,6,"Budaörs"
514226,391438,391439,"7","",50,22,"Patkó","utca","",0,0,"O",3,3,"Budaörs"
514228,391440,391423,"6","",50,30,"Baross","utca","O",95,99,"",0,0,"Budaörs"
514230,391438,391442,"7","FT",50,22,"Patkó","utca","O",3,3,"",0,0,"Budaörs"
514232,391443,391428,"7","FT",50,22,"Patkó","utca","O",13,17,"",0,0,"Budaörs"
514233,391036,391432,"7","FT",50,22,"Szivárvány","utca","O",5,5,"",0,0,"Budaörs"
514237,391442,391445,"7","",50,22,"Patkó","utca","",0,0,"O",5,5,"Budaörs"
514239,391442,391446,"7","FT",50,22,"Patkó","utca","O",5,5,"",0,0,"Budaörs"
514241,391038,391440,"6","",50,30,"Baross","utca","O",91,93,"",0,0,"Budaörs"
514242,391446,391443,"7","FT",50,22,"Patkó","utca","O",7,9,"",0,0,"Budaörs"
514245,391448,391449,"7","",50,22,"Patkó","utca","",0,0,"O",7,7,"Budaörs"
514250,391451,391443,"7","FT",50,22,"Patkó","utca","O",11,11,"",0,0,"Budaörs"
514252,391455,391441,"7","",50,22,"Víg","utca","",0,0,"E",42,68,"Budaörs"
514253,391456,391436,"7","",50,22,"Domb","utca","",0,0,"E",2,4,"Budaörs"
514255,391036,391457,"7","",50,22,"Iskola","tér","O",1,1,"",0,0,"Budaörs"
514259,391461,391457,"7","FT",50,22,"Ifjúság","utca","",0,0,"E",26,40,"Budaörs"
514265,391466,391461,"7","",50,22,"Ifjúság","utca","O",7,11,"E",10,24,"Budaörs"
514270,392538,391042,"7","TF",50,22,"Lévai","utca","O",35,37,"E",34,36,"Budaörs"
514277,391473,391418,"7","TF",50,22,"Sport","utca","",0,0,"E",2,4,"Budaörs"
514298,391041,391466,"7","",50,22,"Ifjúság","utca","O",1,5,"E",2,8,"Budaörs"
514301,391489,391455,"7","",50,22,"Víg","utca","",0,0,"E",24,40,"Budaörs"
514302,391490,391478,"7","",50,22,"Mátra","utca","",0,0,"E",32,46,"Budaörs"
514303,391491,391477,"7","",50,22,"Uzsoki","utca","O",41,55,"E",32,46,"Budaörs"
514316,391500,391043,"7","",50,22,"Lévai","utca","O",1,35,"E",2,34,"Budaörs"
514318,391503,391489,"7","",50,22,"Víg","utca","",0,0,"E",8,22,"Budaörs"
514319,391504,391490,"7","",50,22,"Mátra","utca","O",5,5,"E",12,30,"Budaörs"
514320,391505,391491,"7","",50,22,"Uzsoki","utca","O",21,39,"E",12,30,"Budaörs"
514321,391506,391475,"7","",50,22,"Hegyalja","utca","",0,0,"E",12,60,"Budaörs"
514332,391513,391046,"7","",50,22,"Baross","köz","O",1,7,"E",2,8,"Budaörs"
514333,390871,391500,"7","TF",50,22,"Komáromi","utca","O",1,15,"E",2,14,"Budaörs"
514336,391516,391504,"7","",50,22,"Mátra","utca","O",3,3,"E",10,10,"Budaörs"
514338,391517,391505,"7","",50,22,"Uzsoki","utca","O",9,19,"E",8,10,"Budaörs"
514339,391514,391506,"7","",50,22,"Hegyalja","utca","O",7,7,"E",8,10,"Budaörs"
514341,391519,391512,"7","",50,22,"Lomnici","köz","",0,0,"O",1,1,"Budaörs"
514343,391521,391503,"7","",50,22,"Víg","utca","O",3,3,"E",4,6,"Budaörs"
514345,391500,391513,"7","",50,22,"Komáromi","utca","O",17,47,"E",16,18,"Budaörs"
514349,391524,390872,"7","",50,22,"Lomnici","köz","",0,0,"E",2,10,"Budaörs"
514351,391526,391521,"7","",50,22,"Víg","utca","O",1,1,"E",2,2,"Budaörs"
514354,391513,391067,"7","",50,22,"Komáromi","utca","O",49,49,"",0,0,"Budaörs"
514359,391531,391530,"7","",50,22,"Sport","utca","O",3,3,"",0,0,"Budaörs"
514360,391532,391526,"7","",50,22,"Csap","utca","O",7,7,"E",20,20,"Budaörs"
514364,391534,391516,"7","",50,22,"Mátra","utca","O",1,1,"E",2,8,"Budaörs"
514368,391538,391514,"7","",50,22,"Hegyalja","utca","O",5,5,"E",6,6,"Budaörs"
514370,390873,391071,"7","",50,22,"Széles","utca","O",1,27,"E",2,54,"Budaörs"
514371,391067,391539,"7","",50,22,"Komáromi","utca","O",51,73,"E",20,22,"Budaörs"
514372,391540,391517,"7","",50,22,"Uzsoki","utca","O",1,7,"E",2,6,"Budaörs"
514378,391527,391532,"7","",50,22,"Csap","utca","O",5,5,"E",18,18,"Budaörs"
514379,390874,391542,"7","",50,22,"Kötõ","utca","",0,0,"E",2,2,"Budaörs"
514383,391548,391535,"7","",50,22,"Hurok","utca","",0,0,"E",16,26,"Budaörs"
514387,391542,391546,"7","",50,22,"Kötõ","utca","",0,0,"E",4,4,"Budaörs"
514390,391548,391550,"7","",50,22,"Hurok","utca","E",14,12,"E",8,10,"Budaörs"
514394,391553,391548,"7","",50,22,"Hurok","utca","",0,0,"E",6,6,"Budaörs"
514396,391556,391527,"7","",50,22,"Csap","utca","O",1,3,"E",2,16,"Budaörs"
514398,391558,392524,"7","",50,22,"Budakeszi","utca","",0,0,"E",2,34,"Budaörs"
514400,390875,391075,"7","",50,22,"József Attila","utca","O",1,35,"E",2,38,"Budaörs"
514401,391555,391553,"7","",50,22,"Hurok","utca","",0,0,"E",2,4,"Budaörs"
514403,392523,391538,"7","",50,22,"Hegyalja","utca","O",1,3,"E",2,4,"Budaörs"
514405,391073,391560,"7","",50,22,"Széles","utca","O",29,37,"E",56,78,"Budaörs"
514416,391570,391569,"7","",50,22,"Fátyol","utca","E",20,30,"",0,0,"Budaörs"
514417,390876,391559,"7","",50,22,"Kálvária","utca","O",1,25,"E",2,26,"Budaörs"
514419,391572,391566,"7","",50,22,"Kisfaludy","utca","O",39,39,"",0,0,"Budaörs"
514420,391560,391573,"7","",50,22,"Széles","utca","O",39,51,"",0,0,"Budaörs"
514422,391575,391572,"6","",50,30,"Kisfaludy","utca","O",37,37,"",0,0,"Budaörs"
514425,391571,391575,"6","",50,30,"Kisfaludy","utca","O",35,35,"E",36,36,"Budaörs"
514427,390876,391078,"7","",50,22,"Árpád","utca","O",1,25,"E",2,30,"Budaörs"
514430,391573,391579,"7","",50,22,"Széles","utca","O",53,77,"",0,0,"Budaörs"
514434,391582,391571,"6","",50,30,"Kisfaludy","utca","O",13,33,"E",14,34,"Budaörs"
514435,391567,391583,"7","",50,22,"Mátravölgyi","utca","",0,0,"E",2,10,"Budaörs"
514436,391577,391584,"7","",50,22,"Budakeszi","utca","O",1,15,"",0,0,"Budaörs"
514443,390877,391582,"6","",50,30,"Kisfaludy","utca","O",1,11,"E",2,12,"Budaörs"
514445,391584,392525,"7","",50,22,"Budakeszi","utca","O",1,3,"E",2,2,"Budaörs"
514451,391594,391572,"6","",50,30,"Kõláb","utca","",0,0,"O",3,13,"Budaörs"
514452,391584,391595,"7","",50,22,"Budakeszi","utca","O",5,5,"",0,0,"Budaörs"
514455,391580,391596,"7","",50,22,"Kajszi","utca","E",2,18,"",0,0,"Budaörs"
514456,390877,391080,"7","",50,22,"Petõfi Sándor","utca","O",1,31,"E",2,32,"Budaörs"
514457,391595,391588,"7","",50,22,"Budakeszi","utca","",0,0,"E",4,4,"Budaörs"
514459,391598,391583,"7","",50,22,"Mátravölgyi","utca","",0,0,"E",12,12,"Budaörs"
514461,391599,391570,"7","",50,22,"Fátyol","utca","E",12,18,"",0,0,"Budaörs"
514463,391600,391592,"7","",50,22,"Szép","utca","O",17,55,"E",36,68,"Budaörs"
514464,391589,391601,"7","",50,22,"Munkácsy Mihály","utca","O",31,33,"E",34,36,"Budaörs"
514465,391602,391545,"7","",50,22,"Méhecske","utca","",0,0,"E",8,8,"Budaörs"
514468,391603,391599,"7","",50,22,"Fátyol","utca","E",2,10,"",0,0,"Budaörs"
514471,391589,391608,"7","",50,22,"Eper","utca","E",2,4,"O",1,3,"Budaörs"
514473,391610,391585,"7","",50,22,"Zengõ","utca","",0,0,"E",30,38,"Budaörs"
514474,391601,391611,"7","",50,22,"Moha","utca","O",1,3,"E",2,4,"Budaörs"
514476,391613,391575,"7","",50,22,"Kõfejtõ","utca","O",1,1,"E",24,48,"Budaörs"
514478,391615,391594,"7","",50,22,"Kõszikla","utca","",0,0,"E",20,20,"Budaörs"
514480,391598,391616,"7","",50,22,"Mátravölgyi","utca","",0,0,"E",14,18,"Budaörs"
514484,391619,391594,"6","",50,30,"Kõláb","utca","",0,0,"O",1,1,"Budaörs"
514486,392622,391587,"7","",50,22,"Kõhíd","utca","",0,0,"E",32,60,"Budaörs"
514487,391608,391611,"7","",50,22,"Petõfi Sándor","utca","O",55,59,"E",56,58,"Budaörs"
514491,391609,391623,"7","",50,22,"Zúzmara","utca","O",1,1,"",0,0,"Budaörs"
514493,391613,391629,"6","FT",50,30,"","","",0,0,"",0,0,"Budaörs"
514495,391626,391593,"6","",50,30,"Kossuth Lajos","utca","O",45,65,"E",46,68,"Budaörs"
514500,391611,392612,"7","",50,22,"Petõfi Sándor","utca","O",61,71,"E",60,64,"Budaörs"
514503,391631,391627,"7","",50,22,"Kõfejtõ","utca","",0,0,"E",22,22,"Budaörs"
514506,391635,391634,"7","",50,22,"Pozsonyi","utca","O",5,17,"E",6,28,"Budaörs"
514507,391636,392622,"6","",50,30,"Kõhíd","utca","",0,0,"E",20,30,"Budaörs"
514508,391623,391610,"7","",50,22,"Zúzmara","utca","O",3,35,"",0,0,"Budaörs"
514511,391638,391590,"7","",50,22,"Bor","utca","",0,0,"E",42,80,"Budaörs"
514513,391639,391610,"7","",50,22,"Zengõ","utca","",0,0,"E",2,28,"Budaörs"
514514,391640,391615,"7","",50,22,"Kõszikla","utca","",0,0,"E",6,18,"Budaörs"
514518,391636,391638,"6","",50,30,"Kárpát","utca","",0,0,"",0,0,"Budaörs"
514522,391082,391090,"7","",50,22,"Rákóczi Ferenc","utca","O",1,35,"E",2,40,"Budaörs"
514525,391616,391647,"7","",50,22,"Víztorony","utca","",0,0,"O",1,17,"Budaörs"
514534,391095,391635,"7","",50,22,"Pozsonyi","utca","O",1,3,"E",2,4,"Budaörs"
514536,391655,391636,"7","",50,22,"Présház","utca","",0,0,"E",6,26,"Budaörs"
514537,391656,391638,"7","",50,22,"Bor","utca","O",1,3,"E",14,40,"Budaörs"
514539,391659,391600,"7","",50,22,"Szép","utca","O",7,15,"E",6,34,"Budaörs"
